target,processed
4,"['went', 'stanford', 'univers', 'today', '.', 'got', 'tour', '.', 'made', 'want', 'go', 'back', 'colleg', '.', ""'s"", 'also', 'decid', 'kid', 'go', '.']"
2,"['investig', 'pend', 'death', 'stanford', 'c', 'prof', '/', 'googl', 'mentor', 'rajeev', 'motwani', 'http', ':', '//bit.ly/lwour', 'tip', '@', 'techmem']"
2,"[""'m"", 'go', 'bed', '.', 'success', 'weekend', '.', 'stanford', ',', 'come', '.']"
0,"['@', 'karrisfoxi', ""'re"", 'harass', 'call', 'car', 'warranti', ',', 'chang', 'number', 'wo', ""n't"", 'fix', '.', 'call', 'everi', 'number', '.', '#', 'd-bag']"
0,"['block', 'unit', 'blood', 'servic', 'use', 'googl', 'voic', '.', 'call', 'car', 'warranti', 'guy', '.']"
0,"['#', '&', 'amp', ';', 'complet', 'fail', '.']"
0,"['@', 'broskiii', 'oh', 'snap', 'work', '&', 'amp', ';', ""n't""]"
0,"['@', 'mbjthegreat', 'realli', 'dont', 'want', '&', 'amp', ';', 'phone', 'servic', '..', 'suck', 'come', 'signal']"
0,"['say', 'cut', 'small', 'talk', ':', '&', 'amp', ';', ""'s"", 'new', 'slogan', ':', 'f__k', ',', 'give', 'u', 'money', '.', '(', 'apolog', 'bob', 'geldof', '.', ')']"
0,"['piss', '&', 'amp', ';', ""'s"", 'mid-contract', 'upgrad', 'price', 'iphon', '(', ""'s"", '$', '200', ')', ""'m"", 'go', 'pay', '$', '499', 'someth', 'thought', '$', '299']"
0,"['safari', '4', 'fast', ':', ')', 'even', 'shitti', '&', 'amp', ';', 'tether', '.']"
0,"['@', 'im', '&', 'amp', ';', 'fuck', '?']"
0,"['@', 'springsingfiend', '@', 'dvyer', '@', 'sethdaggett', '@', 'jlshack', '&', 'amp', ';', 'drop', 'ball', ""n't"", 'support', 'crap', 'new', 'iphon', '3.0', '...', 'fail', '#', 'att', 'suck', '!', '!', '!']"
0,"['@', 'mmbarnhil', 'yay', ',', 'glad', 'got', 'phone', '!', 'still', ',', 'damn', ',', '&', 'amp', ';', '.']"
2,"['googl', 'wave', 'develop', 'sandbox', 'account', 'request', 'http', ':', '//bit.ly/2nylc']"
0,"['talk', 'cheap', ':', 'bing', ',', '?', 'stick', 'googl', '.', 'http', ':', '//bit.ly/xc3c8']"
0,"['@', 'defsound', 'wtf', 'point', 'delet', 'tweet', 'still', 'found', 'summiz', 'search', '?', 'twitter', ',', 'plea', 'fix', '.', 'thank', 'bye']"
2,"['@', 'mattcutt', 'googl', 'profil', 'stop', 'show', 'search', '?', 'cant', 'see', 'anymor']"
4,"['@', 'arunbasil', 'love', 'googl', 'translat', '!', ':', 'good', 'day', 'mate', '!']"
4,"['read', 'new', 'kindle2', '!']"
4,"['kindle2', 'came', 'love', '!', ':', ')']"
4,"['love', 'new', 'kindle2', '.', 'name', 'kendra', 'case', 'u', 'wonder', '.', '``', 'cookbook', ""''"", 'tool', 'cuz', 'tell', 'u', 'trick', '!', 'best', 'gift', 'evr', '!']"
0,"['real', 'aig', 'scandal', '/', 'http', ':', '//bit.ly/b82px']"
2,"['twitter', 'apr', 'app', 'yet', '?']"
2,"['45', 'pro', 'follow', 'twitter', '-', 'http', ':', '//is.gd/smbz']"
4,"['obama', 'quit', 'good', 'comedian', '!', 'check', 'dinner', 'speech', 'cnn', ':', ')', 'funni', 'joke', '.']"
4,"[""'"", 'barack', 'obama', 'show', 'funni', 'side', '``', '&', 'gt', ';', '&', 'gt', ';', 'http', ':', '//tr.im/l0gi', '!', '!', 'great', 'speech', '..']"
4,"['like', 'guy', ':', ""'"", 'barack', 'obama', 'show', 'funni', 'side', '``', '&', 'gt', ';', '&', 'gt', ';', 'http', ':', '//tr.im/l0gi', '!', '!']"
4,"['obama', ""'s"", 'speech', 'pretti', 'awesom', 'last', 'night', '!', 'http', ':', '//bit.ly/imxum']"
4,"['read', '``', 'bill', 'clinton', 'fail', '-', 'obama', 'win', '?', ""''"", 'http', ':', '//tinyurl.com/pcyxj7']"
4,"['obama', 'popular', 'u.', '.', 'among', 'arab', ':', 'survey', ':', 'presid', 'barack', 'obama', ""'s"", 'popular', 'lead', 'arab', 'countri', '..', 'http', ':', '//tinyurl.com/prlvqu']"
4,"['obama', ""'s"", 'got', 'joke', '!', '!', 'haha', 'got', 'watch', 'bit', 'dinner', 'speech', 'last', 'night', '...', ""'m"", 'love', 'mr.', 'presid', ';', ')']"
0,"['lebron', 'jame', 'got', 'car', 'accid', 'guess', '..', 'heard', 'even', 'news', '...', 'wow', 'cant', 'believ', '..', 'ok', '?', 'http', ':', '//twtad.com/69750']"
4,"['best', 'playoff', 'year', 'oh', 'yea', 'lebron', 'melo', 'final']"
4,"['@', 'khalid0456', ',', 'lebron', 'best']"
4,"['@', 'the_real_ush', 'lebron', 'cool', '.', 'like', 'person', '...', 'good', 'charact', '.']"
4,"['watch', 'lebron', 'highlight', '.', 'damn', 'nigga', 'good']"
4,"['@', 'lou911', 'lebron', 'murder', 'shit', '.']"
4,"['@', 'uscsports21', 'lebron', 'monsta', '24', '.', 'smh', 'world', 'ai', ""n't"", 'readi', '.']"
4,"['@', 'cthagod', 'lebron', 'done', 'nba', 'probabl', 'greater', 'kobe', '.', 'like', 'u', 'said', 'kobe', 'good', 'alot', ""'good"", ""'"", 'player', '.']"
4,"['kobe', 'good', 'bt', 'lebron', 'vote']"
0,"['kobe', 'best', 'world', 'lebron', '.']"
4,"['@', 'asherroth', 'world', 'cup', '2010', 'access', '?', '?', 'damn', ',', ""'s"", 'good', 'look', '!']"
4,"['bought', 'ticket', '2010', 'fifa', 'world', 'cup', 'south', 'africa', '.', 'go', 'great', 'summer', '.', 'http', ':', '//bit.ly/9gezi']"
2,"['share', ':', 'disrupt', '...', 'fred', 'wilson', ""'s"", 'slide', 'talk', 'googl', 'hq', 'http', ':', '//bit.ly/bo8pg']"
0,"['go', 'booz', 'allen', 'hamilton', '2hr', 'meet', ':', '(', 'get', 'go', 'home', ':', ')']"
4,"['great', 'indian', 'tamasha', 'truli', 'unfold', 'may', '16', ',', 'result', 'day', 'indian', 'gener', 'elect', '.']"
4,"['@', 'crlane', 'kindle2', '.', ""'ve"", 'seen', 'pictur', 'dx', ',', ""n't"", 'seen', 'person', '.', 'love', 'kindl', '-', ""'m"", 'everyday', '.']"
4,"['@', 'criticalpath', 'awesom', 'idea', '-', 'continu', 'learn', 'program', 'kindle2', 'http', ':', '//bit.ly/1zlff']"
2,"['ok', '..', 'noth', '..', 'think', '40d']"
4,"['@', 'faithbabywear', 'ooooh', ',', 'model', 'get', '?', '?', '?', '40d', 'love', 'love', 'love', 'love', '!']"
4,"['time', 'india', ':', 'wonder', 'india', ""'s"", 'elect', '.', 'http', ':', '//bit.ly/p7u1h']"
4,"['http', ':', '//is.gd/aruj', 'good', 'video', 'googl', 'use', 'search', 'option', '.']"
0,"['@', 'ambcharlesfield', 'lol', '.', 'ah', 'skin', 'itchi', ':', '(', 'damn', 'lawnmow', '.']"
0,"['itchi', 'back', '!', '!', 'dont', 'ya', 'hate', '!']"
4,"['stanford', 'chariti', 'fashion', 'show', 'top', 'draw', 'http', ':', '//cli.gs/nenuah']"
4,"['stanford', 'univers', '?', 'facebook', 'profil', 'one', 'popular', 'offici', 'univers', 'page', '-', 'http', ':', '//tinyurl.com/p5b3fl']"
4,"['lyx', 'cool', '.']"
4,"['sooo', 'dissapoint', 'sent', 'danni', 'gokey', 'home', '...', 'still', 'rock', '...', 'danni', '...', 'hometown', 'hero', '!', '!', 'yeah', 'milrocke', '!', '!']"
4,"['rt', '@', 'passionmodel', ""'american"", 'idol', ""'"", 'fashion', ':', 'adam', 'lambert', 'tone', ',', 'danni', 'gokey', 'cute', '...', 'http', ':', '//cli.gs/7jwshv']"
4,"['@', 'dannygokey', 'love', 'danni', 'gokey', '!', '!', ':', ')']"
2,"['rt', '@', 'justindavey', ':', 'rt', '@', 'tweetmem', 'gm', 'onstar', 'instantli', 'send', 'accid', 'locat', 'coordin', '911', '|', 'gp', 'obsess', 'http', ':', '//bit.ly/16szl1']"
0,"['tire', '.', ""n't"", 'sleep', 'well', 'last', 'night', '.']"
0,"['board', 'plane', 'san', 'francisco', '1', 'hour', ';', '6', 'hr', 'flight', '.', 'blech', '.']"
0,"['bonjour', 'san', 'francisco', '.', 'back', 'hurt', 'last', 'night', '..']"
2,"['breaker', '.', 'san', 'francisco', ',', 'ca', 'http', ':', '//loopt.us/4v88bw.t']"
2,"['head', 'san', 'francisco']"
4,"['best', 'girl', 'hour', 'san', 'francisco', '.', 'mmmmmfamili', 'wonder', '!']"
0,"['f', '*', '*', '*', 'big', ',', 'go', 'home', '-', 'aig']"
4,"['went', 'see', 'star', 'trek', 'movi', 'last', 'night', '.', 'satisfi', '.']"
4,"['ca', ""n't"", 'wait', ',', 'go', 'see', 'star', 'trek', 'tonight', '!', '!']"
4,"['star', 'trek', 'good', 'everyon', 'said', '!', '!']"
4,"['love', 'new', 'malcolm', 'gladwel', 'book', '-', 'outlier']"
4,"['highli', 'recommend', 'malcolm', 'gladwel', ""'s"", ""'the"", 'tip', 'point', '.', ""'"", 'next', 'audiobook', 'probabl', 'one', 'well', '.']"
0,"['malcolm', 'gladwel', 'geniu', 'trick', 'peopl', 'realiz', ""'s"", 'fuck', 'idiot']"
0,"['@', 'sportsguy33', 'hey', 'offens', 'malcolm', 'gladwel', 'preteni', ',', 'annoy', 'cunt', 'bring', '.', 'cant', 'read', 'shit']"
4,"['rt', '@', 'clashmor', ':', 'http', ':', '//bit.ly/soyv7', 'great', 'articl', 'malcolm', 'gladwel', '.']"
4,"['serious', 'underestim', 'malcolm', 'gladwel', '.', 'want', 'meet', 'dude', '.']"
0,"['hate', 'comcast', 'right', '.', 'everyth', 'cabl', 'internet', '&', 'amp', ';', 'phone', '....', 'ughh']"
0,"['comcast', 'suck', '.']"
0,"['day', 'never', 'deal', 'comcast', 'rank', 'one', 'best', 'day', 'life', '.']"
0,"['@', 'dommm', 'comcast', 'fail', '?', '?']"
2,"['use', 'twitter', 'api', '?', '...', 'http', ':', '//bit.ly/4vbhh']"
0,"['cur', 'twitter', 'api', 'limit']"
0,"['see', 'dave', 'winer', 'scream', 'lack', 'twitter', 'api', ',', 'limit', 'access', 'throttl', '!']"
2,"['test', 'twitter', 'api']"
0,"['arg', '.', 'twitter', 'api', 'make', 'crazi', '.']"
2,"['test', 'twitter', 'api', '.', 'remot', 'updat']"
4,"[""'m"", 'realli', 'love', 'new', 'search', 'site', 'wolfram/alpha', '.', 'make', 'googl', 'seem', '...', 'quaint', '.', 'http', ':', '//www72.wolframalpha.com/']"
0,"['#', 'wolfram', 'alpha', 'suck', '!', 'even', 'research', 'inform', 'provid', 'less', 'get', '#', 'googl', '#', 'wikipedia', ',', 'total', 'useless', '!']"
4,"['nike', 'factori', '!', '!', '!']"
4,"['new', 'nike', 'muppet', 'commerci', 'pretti', 'cute', '.', 'live', 'togeth', '?']"
2,"['new', 'blog', 'post', ':', 'nike', 'zoom', 'lebron', 'soldier', '3', '(', 'iii', ')', '-', 'white', '/', 'black', '-', 'teal', 'http', ':', '//bit.ly/rouu']"
2,"['new', 'blog', 'post', ':', 'nike', 'trainer', '1', 'http', ':', '//bit.ly/394bp']"
0,"['@', 'fraggle312', 'oh', 'awesom', '!', 'wish', ""n't"", 'own', 'nike', ':', '(']"
4,"['@', 'tonyhawk', 'http', ':', '//twitpic.com/5c7uj', '-', 'awesom', '!', '!', '!', 'see', 'show', 'friday', 'shorelin', 'amphitheatr', '.', 'never', 'seen', 'nin', '.', 'ca', ""n't"", 'wait', '.', '...']"
0,"['arhh', ',', ""'s"", 'weka', 'bug', '.', '=', '=', ""''"", 'spent', 'almost', 'two', 'hour', 'find', '.', 'crappi']"
4,"['@', 'mitz', 'hey', 'bud', ':', ')', 'np', 'love', '50d', ',', 'although', ""'d"", 'love', '5d', 'mkii']"
4,"['@', 'jonduena', '@', 'robynlyn', 'got', 'u', '50d', 'offic', '.', ':']"
4,"['pick', 'new', 'canon', '50d', '...', ""'s"", 'beauti', '!', '!', 'prepar', 'serious', 'awesom', 'photographi', '!']"
4,"['got', 'new', 'toy', '.', 'canon', '50d', '.', 'love', 'love', 'love', '!']"
4,"['learn', 'lambda', 'calculu', ':', ')']"
2,"['#', 'job', '#', 'sitterc', 'help', 'take', 'care', 'sick', 'child', '(', 'east', 'palo', 'alto', ',', 'ca', ')', 'http', ':', '//tinyurl.com/qwrr2m']"
4,"[""'m"", 'move', 'east', 'palo', 'alto', '!']"
4,"['@', 'atebit', 'finish', 'watch', 'stanford', 'iphon', 'class', 'session', '.', 'realli', 'appreci', '.', 'rock', '!']"
4,"['@', 'jktweet', 'hi', '!', 'saw', 'stanford', 'talk', 'realli', 'like', 'advic', '.', 'say', 'hi', 'singapor', '(', 'ye', 'video', 'get', 'around', ')']"
2,"['#', 'mba', 'admiss', 'tip', 'stanford', 'gsb', 'deadlin', 'essay', 'topic', '2009-2010', 'http', ':', '//tinyurl.com/pet4fd']"
2,"['ethic', 'nonprofit', '-', 'http', ':', '//bit.ly/qsxrp', '#', 'stanford', '#', 'socialentrepreneurship']"
4,"['laker', 'tonight', 'let', ""'s"", 'go', '!', '!', '!', '!']"
4,"['laker', 'kick', 'nugget', 'as', 'tonight', '?']"
0,"['oooooooh', '...', 'north', 'korea', 'troubleeee', '!', 'http', ':', '//bit.ly/19epah']"
0,"['wat', 'heck', 'north', 'korea', '!', '!', '?', '?', '!', '!', 'conduct', 'power', 'nuclear', 'test', '!', 'follow', 'link', ':', 'http', ':', '//www.msnbc.msn.com/id/30921379']"
0,"['listen', 'obama', '...', 'friggin', 'north', 'korea', '...']"
0,"['realiz', 'three', 'monkey', 'white', 'obama.biden', ',', 'pelosi', '.', 'sarah', 'palin', '2012']"
0,"['@', 'foxnew', 'pelosi', 'stay', 'china', 'never', 'come', 'back', '.']"
0,"['nanci', 'pelosi', 'gave', 'worst', 'commenc', 'speech', ""'ve"", 'ever', 'heard', '.', 'ye', ""'m"", 'still', 'bitter']"
0,"['ugh', '.', 'amount', 'time', 'stupid', 'insect', 'bitten', '.', 'grr', '..']"
4,"['prettiest', 'insect', 'ever', '-', 'pink', 'katydid', ':', 'http', ':', '//bit.ly/2upw2p']"
0,"['got', 'barrag', 'hord', 'insect', 'hungri', 'kitchen', 'light', '.', 'scari', '.']"
4,"['mcdonald', 'dinner', '.', ':', 'goooood', '.', 'big', 'mac', 'meal', '.', ';', ')']"
4,"['ahh', 'ye', 'lol', 'ima', 'tell', 'hubbi', 'go', 'get', 'sum', 'mcdonald', '=', ']']"
4,"['stop', 'lunch', 'mcdonald', '.', 'chicken', 'nuggetssss', '!', ':', ')', 'yummmmmi', '.']"
4,"['could', 'go', 'lot', 'mcdonald', '.', 'mean', 'lot', '.']"
4,"['exam', 'went', 'good', '.', '@', 'helloleoni', ':', 'prayer', 'work', '(', ':']"
4,"['one', 'exam', 'left', ',', 'happi', ':']"
0,"['math', 'review', '.', 'im', 'go', 'fail', 'exam', '.']"
0,"['colin', 'powel', 'rock', 'yesterday', 'cb', '.', 'cheney', 'need', 'shut', 'hell', 'go', 'home.powel', 'man', 'honor', 'serv', 'countri', 'proudli']"
0,"['obvious', 'side', 'cheney', ':', 'http', ':', '//bit.ly/19j2d']"
4,"['absolut', 'hilari', '!', '!', '!', '@', 'mashabl', ':', 'http', ':', '//bit.ly/bccwt']"
4,"['@', 'mashabl', 'never', 'thank', 'includ', 'top', '100', 'twitter', 'author', '!', 'rock', '!', '(', '&', 'amp', ';', 'new', 'wave', ':', '-d', ')', 'http', ':', '//bit.ly/eorfv']"
2,"['learn', 'jqueri', '1.3', 'book', 'review', '-', 'http', ':', '//cfbloggers.org/', '?', 'c=30629']"
4,"['rt', '@', 'shrop', ':', 'awesom', 'jqueri', 'refer', 'book', 'coda', '!', 'http', ':', '//www.macpeeps.com/coda/', '#', 'webdesign']"
4,"[""'ve"", 'send', 'e-mail', 'like', 'crazi', 'today', 'contact', '...', 'anyon', 'contact', 'goodbi', 'silverstein', '...', ""'d"", 'love', 'speak']"
2,"['adob', 'cs4', 'commerci', 'goodbi', 'silverstein', ':', 'http', ':', '//bit.ly/1aikhf']"
4,"['goodbi', ',', 'silverstein', ""'s"", 'new', 'site', '...', 'http', ':', '//www.goodbysilverstein.com/', 'enjoy', '.']"
4,"['wow', 'everyon', 'googl', 'i/o', 'confer', 'got', 'free', 'g2', ""'s"", 'month', 'unlimit', 'servic']"
4,"['@', 'vkerkez', 'dood', 'got', 'free', 'googl', 'android', 'phone', 'i/o', 'confer', '.', 'g2', '!']"
4,"['@', 'orli', 'g2', 'amaz', 'btw', ',', 'huge', 'improv', 'g1']"
4,"['html', '5', 'demo', '!', 'lot', 'great', 'stuff', 'come', '!', 'ye', ',', ""'m"", 'excit', '.', ':', ')', 'http', ':', '//htmlfive.appspot.com', '#', 'io2009', '#', 'googleio']"
4,"['@', 'googleio', 'http', ':', '//twitpic.com/62shi', '-', 'yay', '!', 'happi', 'place', '!', 'place', 'place', '!', 'love', 'googl', '!']"
4,"['#', 'googleio', '|', 'o3d', '-', 'bring', '3d', 'graphic', 'browser', '.', 'nice', 'tbh', '.', 'funfun', '.']"
4,"['awesom', 'viral', 'market', '``', 'funni', 'peopl', ""''"", 'http', ':', '//www.nbc.com/yo-teach/']"
2,"['watch', 'programm', 'life', 'hitler', ',', 'enhanc', 'geeki', 'histori', '.']"
0,"['saw', 'night', 'museum', 'sheer', 'desper', '.', 'fund', 'movi', '?']"
4,"['night', 'museum', '2', '?', 'pretti', 'furkin', 'good', '.']"
4,"['watch', 'night', 'museum', '-', 'giggl', '.']"
2,"['@', 'pambeeslyjenna', 'jenna', ',', 'went', 'see', 'night', 'museum', '2', 'today', 'surpris', 'see', 'three', 'cast', 'member', 'offic', '...']"
2,"['watch', 'night', 'museum', 'ryan', 'staci']"
2,"['get', 'readi', 'go', 'watch', 'night', 'museum', '2', '.', 'dum', 'dum', ',', 'give', 'gum', 'gum', '!']"
0,"['back', 'see', ""'star"", 'trek', ""'"", ""'night"", 'museum', '.', ""'"", ""'star"", 'trek', ""'"", 'amaz', ',', ""'night"", 'museum', ""'"", ';', 'eh', '.']"
4,"['watch', 'night', 'museum', '2', '!', 'stinkin', 'cute', '!']"
4,"[',', 'night', 'museum', '2', 'awesom', '!', 'much', 'better', 'part', '1', '.', 'next', 'weekend', ""'ll"", 'see', '.']"
2,"['think', 'may', 'new', 'favorit', 'restaur', '.', 'way', 'see', '``', 'night', 'museum', '2', ""''"", '.']"
2,"['!', 'sold', ',', ""'m"", 'see', 'night', 'museum', '2', '.', ""'m"", '__', 'year', 'old', '.']"
4,"['saw', 'new', 'night', 'museum', 'love', '.', 'next', 'go', 'see', '3d']"
0,"['shame', 'gm', '.', 'forc', 'make', 'car', 'white', 'hous', 'think', 'sell', '?', 'think', '?']"
0,"['u', 'may', 'notic', ',', 'happi', 'gm', 'situat', ',', 'aig', ',', 'lehman', ',', 'et', 'al']"
2,"['obama', ':', 'nation', 'gm', 'short-term', '(', 'ap', ')', 'http', ':', '//tinyurl.com/md347r']"
0,"['@', 'pittstock', '$', 'gm', 'good', 'riddanc', '.', 'sad', 'though', '.']"
0,"['never', 'buy', 'govern', 'motor', 'vehicl', ':', 'recent', ',', 'drove', 'gm', 'car', '.', 'sinc', '1988', ',', 'bought', '..', 'http', ':', '//tinyurl.com/lulsw8']"
0,"['old', 'coca-cola', 'guy', 'gm', 'board', 'stupid', 'heck', '!', '#', 'tcot', '#', 'ala']"
0,"['#', 'rantsandrav', 'worst', 'thing', 'gm', '(', 'concord', '/', 'pleasant', 'hill', '/', 'martinez', ')', ':', 'fuck', 'uaw', '.', '..', 'http', ':', '//buzzup.com/4ueb']"
0,"['give', 'man', 'fish', ',', 'u', 'feed', 'day', '.', 'teach', 'fish', ',', 'u', 'feed', 'life', '.', 'buy', 'gm', ',', 'u', 'f', '*', '*', 'k', 'good', '.']"
0,"['hear', 'gm', 'thing', 'angri', 'get', '.', 'billion', 'wast', ',', 'bullshit', '.', 'someth', 'like', '40k', 'employe', '..']"
0,"['@', 'quanttrad', 'gm', 'car', 'junk', 'far', 'qualiti', 'compar', 'honda']"
0,"['sad', 'day', '...', 'bankrupt', 'gm']"
0,"['upset', 'whole', 'gm', 'thing', '.', 'life', 'know', 'screw']"
0,"['whoever', 'run', 'time', 'warner', 'need', 'repeatedli', 'rape', 'rhino', 'understand', 'consequ', 'put', 'shitti', 'cabl', 'svc']"
2,"['time', 'warner', 'ceo', 'hint', 'onlin', 'fee', 'magazin', '(', 'ap', ')', '-', 'read', 'mountain', 'view', ',', 'unit', 'state', '.', 'view', '16209', 'http', ':', '//bit.ly/udfch']"
0,"['#', 'wftb', 'join', 'bit', 'late', '.', 'connect', '(', 'boo', 'time', 'warner', ')']"
0,"['cox', 'time', 'warner', '?', 'cox', 'cheaper', 'get', 'b', 'dslreport', '.', 'tw', 'expens', 'get', 'c', '.']"
0,"['furiou', 'time', 'warner', 'phone', 'promot', '!']"
0,"['got', 'home', 'chick-fil-a', 'boy', '.', 'damn', 'internet', '=', '(', 'stupid', 'time', 'warner']"
0,"['could', 'time-warn', 'cabl', 'suck', '?', '.']"
0,"['piss', 'time', 'warner', 'causin', 'slow', 'internet', 'problem']"
0,"['@', 'sportsguy33', 'ummm', ',', 'time', 'warner', 'problem', '?']"
0,"['guy', 'see', '?', 'time', 'warner', 'suck', 'much', 'as', '?', 'realli', 'wish', 'could', 'get', 'u-vers', 'apart', '.', 'http', ':', '//bit.ly/s594j']"
0,"['rt', '@', 'sportsguy33', 'upsid', 'time', 'warner', ':', 'unhelp', 'phone', 'oper', 'superslow', 'on-sit', 'servic', '.', 'crap', ',', ""'s"", 'upsid', '.']"
0,"['rt', '@', 'sportsguy33', ':', 'new', 'time', 'warner', 'slogan', ':', '``', 'time', 'warner', ',', 'make', 'long', 'day', 'cabl', '.', ""''""]"
0,"['confirm', ':', ""'s"", 'time', 'warner', ""'s"", 'fault', ',', 'facebook', ""'s"", ',', 'fb', 'take', '3', 'minut', 'load', '.', 'tempt', 'switch', 'verizon', '=/']"
0,"['@', 'sportsguy33', 'time', 'warner', '=', 'epic', 'fail']"
2,"['lawson', 'head', 'newedg', 'hong', 'kong', 'http', ':', '//bit.ly/xlqsd', '#', 'busi', '#', 'china']"
2,"['weird', 'piano', 'guitar', 'hous', 'china', '!', 'http', ':', '//u2s.me/72i8']"
2,"['send', 'u', 'gm/chevi', 'photo', 'http', ':', '//tinyurl.com/luzkpq']"
0,"['know', '.', 'sad', '?', 'rt', '@', 'caseymerci', ':', '1st', 'day', 'hurrican', 'season', '.', ""'s"", 'less', 'scarey', 'govt', 'take', 'gm', '.']"
0,"['gm', 'file', 'bankruptci', ',', 'good', 'sign', '...']"
4,"['yanke', 'met', 'lost', '.', 'good', 'day', '.']"
4,"['dentist', 'appt', 'today', 'actual', 'quit', 'enjoy', '.']"
0,"['hate', 'ef', 'dentist', '.']"
2,"['@', 'stevemoakl', 'dentist', 'appt', 'morn', 'convers', '!']"
0,"['@', 'kirstiealley', 'hate', 'go', 'dentist', '..', '!', '!', '!']"
0,"['hate', 'dentist', '....', 'invent', 'anyway', '?']"
0,"['dentist', ""'s"", 'offic', 'cold', ':', '/']"
2,"['check', 'video', '--', 'david', 'dentist', 'http', ':', '//bit.ly/47aw2']"
2,"['first', 'dentist', 'appoint', '[', 'year', ']', 'wednesday', 'possibl', '.']"
2,"['tom', 'shanahan', ""'s"", 'latest', 'column', 'sdsu', 'ncaa', 'basebal', 'region', 'appear', ':', 'http', ':', '//ow.ly/axhu']"
2,"['baseballamerica.com', ':', 'blog', ':', 'basebal', 'america', 'prospect', 'blog', '?', 'blog', '...', 'http', ':', '//bit.ly/ett8a']"
2,"['portland', 'citi', 'polit', 'may', 'undo', 'basebal', 'park', 'http', ':', '//tinyurl.com/lpjquj']"
2,"['rt', '@', 'watersisweb', ':', 'ca', 'merc', ""'s"", 'water', 'bottl', 'safeway', ',', 'resold', 'profit', ':', 'well', 'dri', 'across', 'counti', 'http', ':', '//tinyurl.com/mb573']"
2,"['drop', 'broccoli', 'walk', 'home', 'safeway', '!', ';', '(', 'depress']"
2,"['@', 'ronjon', ""n't"", 'safeway', '.']"
4,"['appli', 'safeway', '!', '(', ':', 'yeeeee', '!']"
0,"['@', 'safeway', '.', 'place', 'nightmar', 'right', '.', 'bum', '.']"
2,"['safeway', 'dad']"
0,"['hate', 'safeway', 'select', 'green', 'tea', 'icecream', '!', 'bought', 'two', 'carton', ',', 'wast', 'money', '.', '&', 'gt', ';', '_', '&', 'lt', ';']"
2,"['safeway', 'marvin', ',', 'janel', ',', 'aunti', 'lhu']"
2,"['safeway', 'offer', 'mobil', 'coupon', 'http', ':', '//bit.ly/onh7w']"
2,"['philli', 'drive', 'cadillac', 'top', 'cali', ',', 'win', '5-3', '-', 'http', ':', '//tinyurl.com/nzcjqa']"
2,"['save', 'money', 'opt', 'groceri', 'store', 'trip', 'stock', 'food', 'hotel', 'room', 'fridg', 'vs.', 'eat', 'everi', 'night', 'town', '.']"
2,"['loung', 'around', ',', 'eat', 'taco', 'bell', 'watch', 'nci', 'work', 'tonight', '.', 'need', 'help', 'stay', 'awak', '.']"
2,"['eat', 'breakfast', 'school']"
2,"['still', 'hungri', 'eat', '....']"
2,"['10', 'tip', 'healthi', 'eat', '?', 'resultsbi', 'fit', 'blog', ':', ':', 'fit', '...', 'http', ':', '//bit.ly/62gfn']"
2,"['boyfriend', ',', 'eat', 'quesadilla']"
2,"['eat', 'dinner', '.', 'meat', ',', 'chip', ',', 'risotto', '.']"
2,"['got', 'new', 'pair', 'nike', 'shoe', '.', 'pic', 'later']"
2,"['nike', 'sb', 'blazer', 'high', '``', 'acg', ""''"", 'custom', '-', 'brad', 'dougla', '-', 'http', ':', '//timesurl.at/45a448']"
4,"['nike', 'rock', '.', ""'m"", 'super', 'grate', ""'ve"", 'done', ':', ')', '&', 'amp', ';', 'european', 'divis', 'nike', 'beyond', '!', '@', 'whitstyl', '@', 'muchasmuert']"
2,"['nike', 'air', 'yeezi', 'khaki/pink', 'colorway', 'releas', '-', 'http', ':', '//shar.es/bjfn']"
4,"['@', 'evelynbyrn', 'tri', 'nike', '?', 'v.', 'addict', '.']"
2,"['@', 'erickoston', 'look', 'aw', 'lot', 'like', 'one', 'nike', ""'s"", 'privat', 'jet', '....', ""'m"", 'sayin', '....']"
4,"['nike', 'train', 'club', '(', 'beta', ')', 'iphon', 'app', 'look', 'interest', '.']"
0,"['argghhhh', 'wo', ""n't"", 'jqueri', 'appear', 'safari', 'bad', 'safari', '!', '!', '!']"
2,"['devsnippet', ':', 'jqueri', 'tool', '-', 'javascript', 'ui', 'compon', 'web', '...', 'http', ':', '//inblogs.org/go/hfuqt']"
2,"['ajax', ',', 'jqueri', ',', 'cs', ',', 'javascript', '...', '(', 'mani', 'exampl', ')', 'http', ':', '//ajaxian.com/']"
4,"[""'m"", 'readi', 'drop', 'pretens', ',', 'forev', 'love', 'jqueri', ',', 'want', 'marri', '.', 'sorri', 'ladi', ',', 'nerd', 'jquery.spokenfor.j']"
2,"['cold', '..', 'look', 'googl', ""'s"", 'chart//visu', 'api', 'found', 'jqueri', '``', 'wrapper', ""''"", 'api', '...', 'http', ':', '//tinyurl.com/mq52bq']"
2,"['spent', 'day', 'read', 'jqueri', 'book', '.', 'start', 'drink', 'delirium', 'tremen', '.']"
2,"['jqueri', 'selector', 'http', ':', '//codylindley.com/jqueryselectors/']"
2,"['implement', 'news', 'ticker', 'jqueri', 'ten', 'line', 'code', 'http', ':', '//bit.ly/cznfj']"
